"player_name","club","position","minutes_played","match_played","goals","assists","distance_covered","corner_taken","offsides","dribbles","tackles","t_won","t_lost","balls_recoverd","clearance_attempted","total_attempts","on_target","off_target","blocked","red","yellow","fouls_committed","fouls_suffered","cross_accuracy","cross_attempted","cross_complted","freekicks_taken","pass_accuracy","pass_attempted","pass_completed","right_foot","left_foot","headers","penalties","others","inside_area","outside_areas","saved","saved_penalties","conceded","cleansheets","punches made"
Kuzyaev,Zenit,Midfielder,257,4,1,0,31.7,,,,1,0,1,10,5,3,1,1,1,0,0,3,4,66,3,2,0,90,79,71,0,0,1,0,0,1,0,,,,,
Marcos Antônio,Shakhtar Donetsk,Midfielder,256,5,0,0,36.1,,,,4,1,3,8,1,1,0,0,1,1,0,3,3,0,0,0,5,94,234,224,,,,,,,,,,,,
Dybala,Juventus,Forward,255,5,3,1,30.6,2,0,8,2,1,1,7,0,12,5,7,0,0,0,2,6,11,9,1,3,87,178,156,0,3,0,2,0,3,0,,,,,
Weah,LOSC,Forward,255,5,0,0,29.4,,,,1,1,0,5,3,5,0,2,3,0,0,2,2,25,4,1,0,81,66,51,,,,,,,,,,,,
Meraş,Beşiktaş,Defender,253,3,0,0,29.9,,,,1,0,1,12,8,,,,,0,0,1,2,50,2,1,2,80,88,71,,,,,,,,,,,,
Krunić,Milan,Midfielder,252,4,0,0,30.6,,,,3,2,1,11,1,2,0,2,0,0,0,3,8,0,0,0,1,88,90,77,,,,,,,,,,,,
Iličić,Atalanta,Midfielder,249,4,1,1,29.3,2,2,13,4,1,3,2,0,3,1,0,2,0,0,1,11,57,7,4,8,78,130,101,0,1,0,0,0,1,0,,,,,
Nico González,Barcelona,Midfielder,247,4,0,0,33.6,,,,6,3,3,12,1,3,0,0,3,1,0,6,3,0,0,0,1,90,143,129,,,,,,,,,,,,
Eric García,Barcelona,Defender,247,4,0,0,29.7,,,,3,1,2,14,4,2,0,1,1,3,1,6,1,0,0,0,1,97,203,197,,,,,,,,,,,,
Werner,Chelsea,Forward,246,5,4,2,29.8,0,1,10,0,0,0,8,0,10,5,0,5,,,,,0,3,0,0,77,71,58,4,0,0,0,0,4,0,,,,,
Gudmundsson,LOSC,Defender,243,4,0,0,29.1,,,,2,2,0,10,4,2,0,1,1,1,0,2,7,0,9,0,2,70,76,53,,,,,,,,,,,,
Sierro,Young Boys,Midfielder,240,5,1,0,28.5,,,,1,0,1,10,7,5,3,1,1,2,0,5,0,60,5,3,4,72,114,86,0,1,0,0,0,1,0,,,,,
André Almeida,Benfica,Defender,236,5,0,0,29.6,,,,6,2,4,15,8,,,,,0,0,2,5,33,3,1,7,86,103,82,,,,,,,,,,,,
Šeško,Salzburg,Forward,234,6,0,0,32.1,,,,0,0,0,6,1,6,3,3,0,0,0,4,0,100,1,1,1,67,58,40,,,,,,,,,,,,
Tolisso,Bayern,Midfielder,234,4,0,1,31.3,0,0,0,3,2,1,15,2,4,2,2,0,0,0,5,3,0,2,0,6,86,197,178,,,,,,,,,,,,
Dalot,Man. United,Defender,233,3,0,0,21.0,,,,2,0,2,9,10,4,1,2,1,1,0,5,0,33,6,2,2,80,135,115,,,,,,,,,,,,
Klaassen,Ajax,Midfielder,232,7,1,1,33.6,0,0,0,3,1,2,10,2,1,1,0,0,0,0,5,2,50,2,1,0,76,108,94,1,0,0,0,0,1,0,,,,,
Adamu,Salzburg,Forward,231,8,1,0,32.6,,,,8,2,6,6,0,4,2,0,2,0,0,10,2,0,1,0,0,60,59,32,1,0,0,0,0,1,0,,,,,
Dest,Barcelona,Defender,230,4,0,0,30.2,,,,3,3,0,11,0,3,1,1,1,1,0,3,3,0,8,0,1,85,109,95,,,,,,,,,,,,
Suso,Sevilla,Forward,228,4,0,0,25.2,,,,1,0,1,4,0,8,2,5,1,1,0,5,6,23,17,4,2,82,99,81,,,,,,,,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,1,0,1,0,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,1,0,1,0,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,1,0,1,0,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,1,0,1,0,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,3,2,0,1,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,3,2,0,1,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,3,2,0,1,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,9,6,3,12,5,3,2,0,1,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,1,0,1,0,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,1,0,1,0,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,1,0,1,0,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,1,0,1,0,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,3,2,0,1,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,3,2,0,1,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,3,2,0,1,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Atlético,Midfielder,226,4,0,0,30.1,,,,4,1,3,20,1,3,2,0,1,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Stepanenko,Shakhtar Donetsk,Midfielder,225,4,0,0,30.6,,,,4,1,3,8,3,1,0,1,0,0,0,7,0,0,1,0,4,94,146,137,,,,,,,,,,,,
Diawara,Malmö,Goalkeeper,225,3,0,0,11.1,,,,,,,,,,,,,,,,,0,0,0,4,61,66,48,,,,,,,,13,0,6,0,1
Moi Gómez,Villarreal,Midfielder,222,6,0,1,32.0,0,0,4,3,2,1,5,4,4,2,0,2,0,0,3,0,25,4,1,0,83,83,62,,,,,,,,,,,,
Rieks,Malmö,Midfielder,222,3,1,0,27.8,,,,4,2,2,4,8,3,1,2,0,1,0,1,1,0,1,0,1,79,68,55,1,0,0,0,0,1,0,,,,,
Pašalić,Atalanta,Midfielder,220,5,1,1,30.0,0,0,2,1,1,0,7,2,3,1,2,0,1,0,2,1,0,1,0,1,79,71,57,0,1,0,0,0,1,0,,,,,
Trippier,Atlético,Defender,220,3,0,0,27.0,,,,3,3,0,7,1,,,,,0,0,1,4,20,5,1,2,73,95,70,,,,,,,,,,,,
Mingueza,Barcelona,Defender,219,5,0,0,27.2,,,,2,1,1,11,0,,,,,0,0,7,1,18,11,2,7,89,140,119,,,,,,,,,,,,
Bozdoğan,Beşiktaş,Midfielder,219,4,0,0,28.3,,,,1,1,0,4,0,2,0,2,0,1,0,4,7,100,1,1,1,74,52,39,,,,,,,,,,,,
Nuno Santos,Sporting CP,Forward,218,7,1,0,28.9,,,,,,,,,2,1,1,0,0,0,1,2,11,9,1,1,60,72,49,0,1,0,0,0,1,0,,,,,
Vitinha,Porto,Midfielder,218,6,0,0,31.1,,,,4,0,4,12,1,4,1,0,3,2,0,3,0,0,11,0,6,89,142,127,,,,,,,,,,,,
Kalulu,Milan,Defender,216,5,0,1,26.6,0,0,1,5,3,2,10,1,2,1,1,0,1,0,3,0,50,6,3,2,68,79,57,,,,,,,,,,,,
Dahoud,Dortmund,Midfielder,212,4,0,2,28.2,7,1,3,1,0,1,11,0,6,1,1,4,0,0,2,2,60,5,3,2,86,141,117,,,,,,,,,,,,
Corona,Porto,Forward,212,4,0,0,28.0,,,,4,0,4,9,5,,,,,1,0,3,4,28,7,2,2,77,76,55,,,,,,,,,,,,
Nianzou,Bayern,Midfielder,212,4,0,0,25.4,,,,4,2,2,16,1,,,,,1,0,6,2,0,0,0,5,94,199,192,,,,,,,,,,,,
Pessina,Atalanta,Midfielder,211,4,1,0,29.4,,,,1,1,0,11,1,2,2,0,0,0,0,2,3,33,3,1,1,74,100,78,0,1,0,0,0,1,0,,,,,
Koopmeiners,Atalanta,Midfielder,210,5,0,1,28.9,8,0,1,4,1,3,7,3,4,0,1,3,0,0,3,3,25,12,3,4,57,135,106,,,,,,,,,,,,
Szoboszlai,Leipzig,Midfielder,209,4,2,0,26.9,,,,0,0,0,4,2,4,2,2,0,0,0,1,3,44,9,4,5,79,105,85,1,1,0,1,0,2,0,,,,,
Marlos,Shakhtar Donetsk,Midfielder,206,6,0,0,25.4,,,,1,1,0,4,1,3,2,1,0,,,,,50,4,2,2,91,126,110,,,,,,,,,,,,
Ugarte,Sporting CP,Midfielder,205,4,0,0,29.6,,,,7,3,4,7,1,,,,,1,0,7,8,50,2,1,3,84,74,65,,,,,,,,,,,,
Yakhshiboev,Sheriff,Forward,205,3,1,0,27.9,,,,4,0,4,3,1,4,2,1,1,0,0,5,0,0,1,0,0,52,37,22,0,0,1,0,0,1,0,,,,,
Munir,Sevilla,Forward,204,4,0,0,26.4,,,,1,0,1,1,0,5,0,2,3,0,0,3,6,100,1,1,1,80,49,41,,,,,,,,,,,,
Van de Beek,Man. United,Midfielder,204,4,0,0,23.5,,,,8,3,5,11,3,1,1,0,0,1,0,4,2,0,0,0,1,82,117,102,,,,,,,,,,,,
Bornauw,Wolfsburg,Defender,204,3,0,0,22.3,,,,1,1,0,15,10,2,0,2,0,1,0,3,0,0,0,0,2,75,86,68,,,,,,,,,,,,
Neres,Ajax,Forward,203,5,1,0,24.0,,,,0,0,0,3,0,6,3,1,2,0,0,3,0,57,7,4,0,88,104,91,0,1,0,0,0,1,0,,,,,
Haaland,Dortmund,Forward,203,3,3,0,22.3,,,,0,0,0,5,4,12,7,5,0,0,0,2,2,0,1,0,0,46,50,27,0,1,2,0,0,3,0,,,,,
Bruno Tabata,Sporting CP,Midfielder,201,4,1,1,28.3,2,0,2,5,0,5,3,2,4,1,1,2,1,0,5,2,20,5,1,4,74,76,58,0,1,0,0,0,1,0,,,,,
Delaney,Sevilla,Midfielder,200,4,0,0,28.1,,,,4,2,2,9,3,1,0,0,1,2,0,4,2,0,0,0,1,70,76,61,,,,,,,,,,,,
Darmian,Inter,Defender,196,5,0,0,25.1,,,,2,1,1,3,2,2,0,1,1,1,0,1,2,20,5,1,1,62,57,41,,,,,,,,,,,,
Schulz,Dortmund,Defender,195,4,0,1,24.5,0,0,2,2,0,2,10,0,,,,,0,0,2,0,100,3,3,1,83,129,110,,,,,,,,,,,,
Matić,Man. United,Midfielder,194,8,0,0,24.6,,,,1,1,0,13,6,1,0,1,0,2,0,2,4,0,1,0,6,81,152,132,,,,,,,,,,,,
Gerhardt,Wolfsburg,Midfielder,192,5,0,1,25.8,0,0,0,2,2,0,5,0,1,0,0,1,0,0,2,4,66,3,2,0,63,61,44,,,,,,,,,,,,
Kryvtsov,Shakhtar Donetsk,Defender,192,3,0,1,23.5,0,0,0,0,0,0,9,11,,,,,0,0,1,0,0,0,0,4,92,167,153,,,,,,,,,,,,
Necip Uysal,Beşiktaş,Midfielder,189,3,0,0,19.8,,,,4,2,2,5,3,,,,,0,0,2,1,50,2,1,4,68,55,37,,,,,,,,,,,,
Chilwell,Chelsea,Defender,188,4,0,0,23.3,,,,1,0,1,5,1,8,1,6,1,0,0,2,1,26,15,4,1,82,87,71,,,,,,,,,,,,
Moisander,Malmö,Defender,187,3,0,0,22.0,,,,4,3,1,16,1,,,,,1,0,1,1,0,0,0,4,60,86,77,,,,,,,,,,,,
Montiel,Sevilla,Defender,186,4,0,0,24.9,,,,8,3,5,12,1,1,1,0,0,1,0,1,2,18,11,2,0,75,123,103,,,,,,,,,,,,
Alex Teixeira,Beşiktaş,Midfielder,184,3,0,0,18.6,,,,2,2,0,7,0,1,0,1,0,1,0,2,4,0,0,0,0,86,50,44,,,,,,,,,,,,
Haidara,Leipzig,Midfielder,182,4,0,0,24.4,,,,8,5,3,14,1,1,0,1,0,0,0,3,1,0,0,0,3,86,123,106,,,,,,,,,,,,
Guerreiro,Dortmund,Defender,182,3,0,0,23.1,,,,1,0,1,8,2,2,0,1,1,,,,,0,4,0,4,84,129,111,,,,,,,,,,,,
Vlahović,Juventus,Forward,180,2,1,0,20.9,,,,,,,,,5,4,1,0,,,,,0,1,0,0,77,29,22,1,0,0,0,0,1,0,,,,,
Morato,Benfica,Defender,180,2,1,0,19.6,,,,2,1,1,10,5,1,1,0,0,0,0,1,0,0,0,0,2,88,134,121,0,0,1,0,0,1,0,,,,,
Bürgy,Young Boys,Defender,180,2,0,0,21.4,,,,0,0,0,13,5,1,1,0,0,0,0,1,4,0,0,0,5,90,130,117,,,,,,,,,,,,
Vida,Beşiktaş,Defender,180,2,0,0,19.1,,,,1,1,0,16,2,,,,,1,0,4,4,0,0,0,4,90,99,90,,,,,,,,,,,,
Bailly,Man. United,Defender,180,2,0,0,18.8,,,,2,1,1,11,11,,,,,0,0,2,2,0,0,0,1,91,107,98,,,,,,,,,,,,
Leo Jardim,LOSC,Goalkeeper,180,2,0,0,11.1,,,,,,,,,,,,,,,,,0,0,0,2,70,37,26,,,,,,,,4,0,4,0,0
M. Kerzhakov,Zenit,Goalkeeper,180,2,0,0,10.6,,,,,,,,,,,,,,,,,0,0,0,1,84,33,27,,,,,,,,5,0,4,0,0
Onana,Ajax,Goalkeeper,180,2,0,0,8.4,,,,7,6,1,17,3,2,0,1,1,0,0,1,3,0,0,0,1,82,95,76,,,,,,,,2,0,2,0,0
Onana,Ajax,Goalkeeper,180,2,0,0,8.4,,,,7,6,1,17,3,2,0,1,1,0,0,1,3,0,0,0,4,88,56,49,,,,,,,,2,0,2,0,0
Mudryk,Shakhtar Donetsk,Midfielder,179,6,0,0,24.2,,,,3,1,2,7,3,4,4,0,0,1,0,3,4,9,11,1,0,86,69,54,,,,,,,,,,,,
L. de Jong,Barcelona,Forward,179,3,0,0,22.3,,,,0,0,0,1,0,6,1,5,0,0,0,1,1,0,0,0,0,83,35,29,,,,,,,,,,,,
Rugani,Juventus,Defender,177,4,0,0,21.7,,,,2,1,1,15,4,1,1,0,0,0,0,3,1,0,0,0,0,96,130,122,,,,,,,,,,,,
Chalobah,Chelsea,Defender,175,3,1,0,20.4,,,,1,0,1,7,4,3,1,2,0,1,0,3,0,0,1,0,5,85,106,92,1,0,0,0,0,1,0,,,,,
Elanga,Man. United,Forward,172,3,1,0,23.0,,,,0,0,0,3,1,4,3,1,0,0,0,3,2,0,1,0,1,61,47,31,1,0,0,0,0,1,0,,,,,
Paulo Otávio,Wolfsburg,Defender,171,4,0,0,20.2,,,,3,2,1,15,7,,,,,0,0,2,6,0,8,0,0,66,72,48,,,,,,,,,,,,
Wolf,Dortmund,Midfielder,170,5,0,0,24.3,,,,5,0,5,3,3,3,1,1,1,0,0,3,0,25,8,2,0,65,66,50,,,,,,,,,,,,
Pongračić,Dortmund,Defender,170,5,0,0,20.6,,,,2,2,0,9,2,,,,,0,0,1,0,0,0,0,4,89,89,78,,,,,,,,,,,,
Sergi Roberto,Barcelona,Midfielder,169,3,0,0,22.0,,,,2,1,1,4,3,2,0,1,1,,,,,0,5,0,0,80,77,62,,,,,,,,,,,,
Kean,Juventus,Forward,168,6,1,0,20.6,,,,0,0,0,2,1,9,4,4,1,0,0,5,0,0,0,0,0,57,44,29,0,0,1,0,0,1,0,,,,,
Gomes,LOSC,Midfielder,168,4,1,1,19.7,0,1,3,2,0,2,5,1,3,1,2,0,0,0,1,4,50,2,1,0,76,54,40,1,0,0,0,0,1,0,,,,,
Óliver Torres,Sevilla,Midfielder,168,4,0,0,25.8,,,,0,0,0,4,0,1,1,0,0,,,,,20,5,1,2,79,122,105,,,,,,,,,,,,
Lefort,Young Boys,Defender,167,3,0,0,21.1,,,,5,5,0,8,8,1,0,1,0,0,0,6,0,50,4,2,2,70,95,65,,,,,,,,,,,,
Diallo,Paris,Defender,165,2,0,0,17.9,,,,0,0,0,4,0,2,1,0,1,0,0,1,1,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Paris,Defender,165,2,0,0,17.9,,,,0,0,0,4,0,2,1,0,1,0,0,4,0,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Paris,Defender,165,2,0,0,17.9,,,,1,0,1,15,10,2,1,0,1,0,0,1,1,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Paris,Defender,165,2,0,0,17.9,,,,1,0,1,15,10,2,1,0,1,0,0,4,0,0,0,0,1,85,117,103,,,,,,,,,,,,
Ricca,Club Brugge,Defender,164,4,0,0,21.9,,,,0,0,0,12,11,3,0,3,0,,,,,25,4,1,1,75,61,47,,,,,,,,,,,,
Tiago Tomás,Sporting CP,Forward,162,5,0,0,22.1,,,,5,1,4,2,0,4,1,3,0,1,0,3,4,33,3,1,0,56,27,20,,,,,,,,,,,,
Van Der Brempt,Club Brugge,Defender,162,5,0,0,21.5,,,,5,3,2,11,2,,,,,0,0,5,4,28,7,2,2,68,58,40,,,,,,,,,,,,
Tymchyk,Dynamo Kyiv,Defender,160,4,0,0,22.0,,,,1,0,1,10,1,1,1,0,0,1,0,2,3,0,3,0,2,75,94,75,,,,,,,,,,,,
Ibrahimović,Milan,Forward,160,4,0,0,16.4,,,,,,,,,3,0,2,1,1,0,1,2,100,1,1,2,86,49,40,,,,,,,,,,,,
Saúl Ñíguez,Chelsea,Midfielder,159,5,0,0,23.0,,,,4,4,0,8,5,5,2,3,0,0,0,3,1,0,9,0,0,77,92,79,,,,,,,,,,,,
Pedri,Barcelona,Midfielder,158,2,0,0,20.7,,,,2,0,2,8,0,1,0,1,0,0,0,2,1,0,1,0,2,87,103,90,,,,,,,,,,,,
Pizzi,Benfica,Midfielder,157,6,0,0,21.2,,,,,,,,,3,1,0,2,,,,,16,6,1,5,61,61,43,,,,,,,,,,,,
Vormer,Club Brugge,Midfielder,156,4,0,1,20.9,6,1,0,4,2,2,3,1,2,0,1,1,0,0,3,0,20,10,2,5,83,80,68,,,,,,,,,,,,
Hutchinson,Beşiktaş,Midfielder,156,4,0,0,19.9,,,,1,1,0,5,0,4,2,2,0,1,0,2,3,50,2,1,3,88,90,77,,,,,,,,,,,,
Yansané,Sheriff,Forward,156,3,1,0,21.6,,,,0,0,0,5,1,3,2,1,0,0,0,1,2,0,0,0,0,72,37,31,0,0,1,0,0,1,0,,,,,
Alexis Sánchez,Inter,Forward,155,6,1,1,19.0,0,3,2,6,2,4,4,0,2,1,1,0,2,1,2,2,0,0,0,0,80,67,54,1,0,0,0,0,1,0,,,,,
Meite,Benfica,Midfielder,155,3,0,0,19.9,,,,0,0,0,9,3,1,0,1,0,0,0,1,7,0,0,0,3,84,41,35,,,,,,,,,,,,
Fábio Cardoso,Porto,Defender,155,2,0,0,18.7,,,,0,0,0,3,9,1,0,1,0,,,,,0,0,0,2,94,39,36,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,1,2,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,1,2,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,1,2,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,1,2,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,2,1,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,2,1,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,2,1,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,1,0,1,4,4,3,0,2,1,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,1,2,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,1,2,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,1,2,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,1,2,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,2,1,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,2,1,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,2,1,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,4,2,1,1,9,5,3,0,2,1,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Fati,Barcelona,Forward,154,3,1,0,19.7,,,,1,1,0,2,0,4,1,1,2,0,0,6,2,50,2,1,1,86,74,64,1,0,0,0,0,1,0,,,,,
Mostovoy,Zenit,Midfielder,150,5,0,0,20.9,,,,1,0,1,4,0,2,1,1,0,0,0,2,2,16,6,1,0,81,49,38,,,,,,,,,,,,
Poulsen,Leipzig,Forward,147,4,0,1,18.8,0,0,2,3,0,3,3,4,5,1,2,2,1,0,4,1,0,1,0,0,46,43,27,,,,,,,,,,,,
D'Ambrosio,Inter,Defender,147,3,0,0,19.2,,,,3,1,2,7,0,2,0,2,0,1,0,4,1,0,3,0,2,90,64,56,,,,,,,,,,,,
Schuurs,Ajax,Defender,146,3,0,1,14.4,0,0,0,5,2,3,13,2,2,0,2,0,1,0,2,0,0,0,0,6,90,111,99,,,,,,,,,,,,
Toni Martínez,Porto,Forward,144,6,0,0,19.6,,,,1,0,1,1,0,1,0,0,1,0,0,2,3,0,2,0,0,89,20,16,,,,,,,,,,,,
Matheus Cunha,Atlético,Forward,142,5,0,0,18.3,,,,2,0,2,2,1,4,0,2,2,0,0,6,3,0,0,0,0,93,19,17,,,,,,,,,,,,
T. Hazard,Dortmund,Midfielder,142,3,0,0,19.0,,,,2,0,2,4,1,3,0,2,1,,,,,33,6,2,1,80,66,54,,,,,,,,,,,,
Tagliafico,Ajax,Defender,139,3,0,1,16.6,0,0,1,4,3,1,10,1,1,0,1,0,0,0,1,5,16,6,1,1,76,69,57,,,,,,,,,,,,
Draxler,Paris,Forward,136,3,0,0,15.1,,,,2,1,1,5,1,2,0,1,1,,,,,0,1,0,0,77,76,68,,,,,,,,,,,,
Rıdvan Yılmaz,Beşiktaş,Defender,135,2,0,0,15.3,,,,0,0,0,10,3,,,,,0,0,1,2,0,2,0,1,78,57,44,,,,,,,,,,,,
Sabitzer,Bayern,Midfielder,133,5,0,0,19.6,,,,1,0,1,7,0,5,0,4,1,1,0,3,0,0,5,0,2,85,83,72,,,,,,,,,,,,
Daniel Bragança,Sporting CP,Midfielder,131,5,0,0,18.9,,,,2,2,0,7,0,3,1,1,1,1,0,3,6,0,0,0,2,93,66,61,,,,,,,,,,,,
Diogo Gonçalves,Benfica,Midfielder,131,5,0,0,18.0,,,,2,1,1,6,4,2,1,1,0,,,,,20,5,1,1,69,42,35,,,,,,,,,,,,
Wendell,Porto,Defender,131,4,0,0,16.0,,,,6,2,4,4,2,1,0,1,0,1,1,7,1,0,0,0,3,84,52,42,,,,,,,,,,,,
Mechele,Club Brugge,Defender,131,3,0,0,16.5,,,,1,0,1,5,5,,,,,,,,,0,0,0,1,88,38,32,,,,,,,,,,,,
Muriel,Atalanta,Forward,130,5,1,0,16.9,,,,,,,,,8,4,2,2,1,0,2,3,0,5,0,2,65,59,48,1,0,0,0,0,0,1,,,,,
Aurier,Villarreal,Defender,129,5,0,1,15.9,1,0,0,3,1,2,9,5,1,0,1,0,0,0,1,1,0,2,0,0,91,66,58,,,,,,,,,,,,
Reinier,Dortmund,Forward,126,3,0,0,16.7,,,,2,0,2,6,0,2,0,2,0,0,0,4,0,0,1,0,0,90,71,64,,,,,,,,,,,,
Marcano,Porto,Defender,126,2,0,0,14.8,,,,0,0,0,6,14,,,,,,,,,0,1,0,1,60,53,36,,,,,,,,,,,,
Sarr,Bayern,Defender,125,5,0,0,17.3,,,,1,1,0,3,1,2,0,1,1,1,0,3,3,0,0,0,0,90,71,68,,,,,,,,,,,,
Sarr,Bayern,Defender,125,5,0,0,17.3,,,,1,1,0,3,1,2,0,1,1,1,0,3,3,25,4,1,0,90,72,62,,,,,,,,,,,,
Sarr,Bayern,Defender,125,5,0,0,17.3,,,,1,1,0,9,7,2,0,1,1,1,0,3,3,0,0,0,0,90,71,68,,,,,,,,,,,,
Sarr,Bayern,Defender,125,5,0,0,17.3,,,,1,1,0,9,7,2,0,1,1,1,0,3,3,25,4,1,0,90,72,62,,,,,,,,,,,,
Rekik,Sevilla,Defender,125,4,0,0,15.1,,,,1,0,1,5,0,,,,,1,0,3,3,0,2,0,5,92,93,86,,,,,,,,,,,,
Vecino,Inter,Midfielder,124,4,0,0,18.9,,,,0,0,0,3,2,,,,,,,,,0,1,0,0,62,40,29,,,,,,,,,,,,
Lewicki,Malmö,Midfielder,123,2,0,0,14.6,,,,1,1,0,6,2,,,,,,,,,0,1,0,0,87,62,54,,,,,,,,,,,,
Dembélé,Barcelona,Forward,122,3,0,0,14.8,,,,1,0,1,2,0,4,1,2,1,0,0,1,2,20,10,2,0,73,57,41,,,,,,,,,,,,
Lamela,Sevilla,Midfielder,119,4,0,0,17.6,,,,6,2,4,7,1,3,2,1,0,1,0,4,6,20,5,1,2,85,54,46,,,,,,,,,,,,
